,Name,Address,Geocodes
211,Larue County Middle School,"911 S Lincoln Blvd, Hodgenville, KY 42748, USA","{'lat': 37.5558093, 'lng': -85.7328527}"
212,Larue County School District,"208 College St, Winchester, KY 40391, USA","{'lat': 37.9909947, 'lng': -84.1846198}"
213,Larue County Schools,"208 College St, Winchester, KY 40391, USA","{'lat': 37.9909947, 'lng': -84.1846198}"
214,Larue County Schools,"911 S Lincoln Blvd, Hodgenville, KY 42748, USA","{'lat': 37.5558093, 'lng': -85.7328527}"
215,Larue County Board Of Education,"208 College St, Winchester, KY 40391, USA","{'lat': 37.9909947, 'lng': -84.1846198}"
216,Larue County High School,"208 College St, Winchester, KY 40391, USA","{'lat': 37.9909947, 'lng': -84.1846198}"
217,Larue County Schools Bus Grge,"88 Eagle Ln, Hauppauge, NY 11788, USA","{'lat': 40.8181354, 'lng': -73.2360358}"
218,Larue County School District,"33 Eagle Ln, Roslyn, NY 11576, USA","{'lat': 40.8073426, 'lng': -73.6201148}"
219,Larue County School District,"910 S Lincoln Blvd, Oklahoma City, OK 73129, USA","{'lat': 35.4582413, 'lng': -97.5035697}"
220,Larue County School District,"925 S Lincoln Blvd, Hodgenville, KY 42748, USA","{'lat': 37.5542973, 'lng': -85.7328513}"
221,Fremont City Schools,"1038 S Miller St, Lakewood, CO 80226, USA","{'lat': 39.697471, 'lng': -105.11431}"
222,Fremont City Schools,"1100 North St, Oil City, PA 16301, USA","{'lat': 41.4203418, 'lng': -79.7264697}"
223,Benton-Carroll,"601 N Benton St, Oak Harbor, OH 43449, USA","{'lat': 41.5185378, 'lng': -83.1546347}"
224,Brook Elementary School,"Marietta Rd, Georgia 30114, USA","{'lat': 34.2227152, 'lng': -84.4945461}"
225,Rolling Hills Local Sch Dist,"212 Main Ave, Passaic, NJ 07055, USA","{'lat': 40.8462837, 'lng': -74.1270029}"
226,Ohio Mid-Eastern Regional Education Service Agency,"58615 Marietta Rd, Byesville, OH 43723, USA","{'lat': 39.9522041, 'lng': -81.5608424}"
227,Meadowbrook Middle School,"58607 Marietta Rd, Byesville, OH 43723, USA","{'lat': 39.9499246, 'lng': -81.55802849999999}"
228,Ome-Resa,"58615 Marietta Rd, Byesville, OH 43723, USA","{'lat': 39.9522041, 'lng': -81.5608424}"
229,Ohio Mid-Eastern Region...,"58615 Marietta Rd, Byesville, OH 43723, USA","{'lat': 39.9522041, 'lng': -81.5608424}"
230,Ohio Mid-Eastern Regional Education Service Agency,"212 W Main St, Ada, OK 74820, USA","{'lat': 34.7746892, 'lng': -96.6809282}"
231,Ohio Mid-Eastern Regional Education Service Agency,"Marietta Rd, Georgia 30114, USA","{'lat': 34.2227152, 'lng': -84.4945461}"
232,Rolling Hills Local School District,"212 Main Ave, Passaic, NJ 07055, USA","{'lat': 40.8462837, 'lng': -74.1270029}"
233,Meadowbrook High School,"58615 Marietta Rd, Byesville, OH 43723, USA","{'lat': 39.9522041, 'lng': -81.5608424}"
234,Meadowbrook High School,"58607 Marietta Rd, Byesville, OH 43723, USA","{'lat': 39.9499246, 'lng': -81.55802849999999}"
235,First Student Inc,"42242 Albrecht Rd, Elyria, OH 44035, USA","{'lat': 41.3528603, 'lng': -82.145482}"
236,Schools The Elyria Trnsprtn,"42242 Albrecht Rd, Elyria, OH 44035, USA","{'lat': 41.3528603, 'lng': -82.145482}"
237,Grand Valley Middle School,"315 N Maple St, Graham, NC 27253, USA","{'lat': 36.07342939999999, 'lng': -79.40165449999999}"
238,Grand Valley Board-Education,"111 Grand Valley Ave Ste A, Orwell, OH 44076, USA","{'lat': 41.545775, 'lng': -80.87288699999999}"
239,Akron School Trnsprtn Svc,"500 E North St, Greenville, SC 29601, USA","{'lat': 34.8512821, 'lng': -82.3926023}"
240,Community Bus Svc Cor,"1976 Niles Rd SE, Warren, OH 44484, USA","{'lat': 41.221515, 'lng': -80.7973742}"
241,Massillon City School District,"930 17th St NE, Massillon, OH 44646, USA","{'lat': 40.8070516, 'lng': -81.5024229}"
242,Massillon City Schools,"930 17th St NE, Massillon, OH 44646, USA","{'lat': 40.8070516, 'lng': -81.5024229}"
243,North Canton Board Education,"387 Pershing Ave NE, North Canton, OH 44720, USA","{'lat': 40.8797357, 'lng': -81.3953988}"
244,Northwood Elementary School,"School Ave, Clawson, MI 48017, USA","{'lat': 42.5457822, 'lng': -83.15019509999999}"
245,North Canton City School Dst,"3330 State St NW, North Canton, OH 44720, USA","{'lat': 40.9270911, 'lng': -81.40651969999999}"
246,North Canton City School Dst,"School Ave, Clawson, MI 48017, USA","{'lat': 42.5457822, 'lng': -83.15019509999999}"
247,Margaretta Transportation Dept,"205 N Lucas St, Maryville, IL 62062, USA","{'lat': 38.7250263, 'lng': -89.9588122}"
248,Middletown School Vhcl Svc Ctr,"2951 Cincinnati Dayton Rd, Middletown, OH 45044, USA","{'lat': 39.4748184, 'lng': -84.34294930000002}"
249,Firstgroup America,"600 Vine St #1400, Cincinnati, OH 45202, USA","{'lat': 39.1028191, 'lng': -84.51295789999999}"
250,Firstgroup America,"600 Vine St #1400, Cincinnati, OH 45202, USA","{'lat': 39.1028191, 'lng': -84.51295789999999}"
251,Firstgroup America,"E 6th St, Cincinnati, OH 45202, USA","{'lat': 39.1030036, 'lng': -84.5132725}"
